URL, SIZE, #OUTLINKS, Content-Type 
https://www.reuters.com/video/2018/08/18/senators-demand-answers-from-army-on-lea?newschannel&videoid=455869032,282852,194,text/html
https://www.reuters.com/finance/stocks/3076.t/key-developments,121068,149,text/html
https://www.reuters.com/news/archive/technologynews?page=2&pagesize=10&view=page,136292,148,text/html
https://www.reuters.com/article/uk-soccer-brazil-fire/ten-players-killed-as-fire-sweeps-through-flamengo-lodging-in-rio-idukkcn1px0xk,212526,67,text/html
https://www.reuters.com/finance/stocks/wre.n/key-developments,121323,148,text/html
https://www.reuters.com/finance/stocks/financial-highlights/afl.n,136478,145,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/2562952,116132,146,text/html
https://www.reuters.com/article/us-china-economy-trade-iduskcn1q30a0,205959,69,text/html
https://www.reuters.com/finance/stocks/company-news/bdev.l,126869,138,text/html
https://www.reuters.com/article/us-cee-summit-poland-eu/multi-speed-europe-threatens-cee-unity-polish-presidential-adviser-iduskbn18m0tv,200724,70,text/html
https://www.reuters.com/article/us-rugby-union-irl-usa-iduskcn1nr1rh,189692,64,text/html
https://www.reuters.com/finance/stocks/bxmt.n/key-developments/article/3979730,112748,140,text/html
https://www.reuters.com/investigates/static/v-3/en/images/reuters-footer.png?v=095819200418,7027,0,image/png
https://www.reuters.com/article/uk-britain-eu-tusk-iduskcn1q22jw,194273,67,text/html
https://www.reuters.com/finance/stocks/chart/afl.n,114782,139,text/html
https://www.reuters.com/article/icehockey-nhl-vgk-ari/coyotes-extend-golden-knights-home-slump-idusmtzxef2duokx8m,192350,63,text/html
https://www.reuters.com/finance/stocks/overview/600865.ss,119507,142,text/html
https://www.reuters.com/finance/stocks/officer-profile/dcc.l/1770785,116312,146,text/html
https://www.reuters.com/finance/stocks/trex.n/key-developments,123098,149,text/html
https://www.reuters.com/article/us-morocco-crime/nine-more-arrested-in-morocco-over-murder-of-scandinavian-tourists-iduskcn1ok14g,200144,69,text/html
https://www.reuters.com/finance/stocks/overview/daign.de,125601,155,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/2968400,115958,146,text/html
https://www.reuters.com/article/wh-group-results/chinas-wh-group-q3-profit-dives-31-pct-as-trade-disputes-weigh-idusl3n1x933o,194320,63,text/html
https://www.reuters.com/finance/stocks/mitt.n/key-developments/article/3978428,112178,142,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/2319837,115621,146,text/html
https://www.reuters.com/finance/stocks/analyst-research/603989.ss,119720,145,text/html
https://www.reuters.com/finance/stocks/company-profile/bdev.l,116512,149,text/html
https://www.reuters.com/journalists/junko-fujita?page=2&pagesize=10&view=page,131617,150,text/html
https://www.reuters.com/finance/stocks/chart/2319.hk,114917,139,text/html
https://www.reuters.com/sectors/industries/significant?categoryid=200&industrycode=289,149989,197,text/html
https://www.reuters.com/article/us-oil-opec-russia/opec-russia-draft-cooperation-charter-offers-no-formal-body-document-iduskcn1q01i9,200102,67,text/html
https://www.reuters.com/finance/stocks/analyst/xpo.n,130767,147,text/html
https://www.reuters.com/finance/stocks/officer-profile/brby.l/2414497,116535,145,text/html
https://www.reuters.com/sectors/industries/significant?categoryid=225&industrycode=289,151384,197,text/html
https://www.reuters.com/finance/stocks/company-news/xpo.n,128877,143,text/html
https://www.reuters.com/journalists/julien-ponthus,130424,147,text/html
https://www.reuters.com/video/2019/01/15/how-safe-will-hyperloop-travel-be?channelname=sustainable%2bbusiness&videochannel=118285&videoid=503863065,283721,189,text/html
https://www.reuters.com/article/usa-trade-india/exclusive-u-s-considers-withdrawal-of-zero-tariffs-for-india-sources-idukl3n2031gw,206005,65,text/html
https://www.reuters.com/finance/stocks/company-profile/6367.t,117535,154,text/html
https://www.reuters.com/finance/stocks/company-profile/vdan.bo,117678,154,text/html
https://www.reuters.com/journalists/andrew-both,131500,148,text/html
https://www.reuters.com/finance/stocks/social-pulse/adml.l,117707,146,text/html
https://www.reuters.com/finance/stocks/financial-highlights/aegs.ns,133618,140,text/html
https://www.reuters.com/article/us-tesla-solar/tesla-slashes-prices-on-home-solar-systems-to-spur-sales-iduskcn1nk2up,199861,71,text/html
https://www.reuters.com/article/us-anglo-leadership/anglo-american-begins-quest-to-unearth-next-ceo-iduskcn1p91po,198608,69,text/html
https://www.reuters.com/finance/stocks/company-news/bats.l,130714,148,text/html
https://www.reuters.com/news/archive/mconthecase,135881,147,text/html
https://www.reuters.com/article/us-autos-summit-uawtalks/uaw-says-no-auto-concessions-in-2011-bob-king-idustre6ag5xo20101117,197625,66,text/html
https://www.reuters.com/finance/stocks/acti.st/key-developments/article/3974056,113033,142,text/html
https://www.reuters.com/video/2019/01/15/ban-ki-moon-backs-tech-solutions-to-clim?channelname=sustainable%2bbusiness&videochannel=118285&videoid=503833588,283906,189,text/html
https://www.reuters.com/finance/stocks/company-profile/hclt.bo,117749,154,text/html
https://www.reuters.com/finance/stocks/overview/adi.oq,123317,150,text/html
https://www.reuters.com/sectors/industries/significant?categoryid=225&industrycode=274,146440,200,text/html
https://www.reuters.com/article/us-myanmar-journalists/myanmar-court-rejects-appeal-by-jailed-reuters-reporters-iduskcn1p50hl,213770,72,text/html
https://www.reuters.com/finance/stocks/overview/ssnc.oq,123392,149,text/html
https://www.reuters.com/article/us-philippines-drugs-children-insight/duterte-targets-philippine-children-in-bid-to-widen-drug-war-iduskbn15t1nb,222264,70,text/html
https://www.reuters.com/finance/stocks/company-officers/8279.hk,153957,159,text/html
https://www.reuters.com/video/2019/02/14/iranian-hijab-protester-did-it-for-her-d?channelname=reuters%2bnow&videochannel=118262&videoid=514817680,280847,187,text/html
https://www.reuters.com/finance/stocks/officer-profile/brby.l/771685,116189,145,text/html
https://www.reuters.com/article/us-palmoil-technology-factbox/factbox-new-systems-pinpoint-palm-oil-deforestation-in-real-time-almost-iduskcn1q00e0,196533,64,text/html
https://www.reuters.com/finance/stocks/chart/abt.n,114744,139,text/html
https://www.reuters.com/sectors/industries/significant?categoryid=200&industrycode=268,152742,209,text/html
https://www.reuters.com/finance/stocks/overview/acor.oq,122000,147,text/html
https://www.reuters.com/finance/stocks/financial-highlights/3076.t,133205,140,text/html
https://www.reuters.com/finance/stocks/overview/aptv.n,123090,149,text/html
https://www.reuters.com/article/us-investment-yearend-fed/money-managers-see-fed-struggling-to-raise-rates-in-2015-iduskcn0j42ok20141120,201443,65,text/html
https://www.reuters.com/article/us-media-summit-twitter/old-media-executives-too-busy-private-for-twitter-idustre7b119g20111202,203252,65,text/html
https://www.reuters.com/sectors/industries/significant?categoryid=225&industrycode=268,151763,206,text/html
https://www.reuters.com/finance/stocks/officer-profile/dcc.l/1360710,115584,146,text/html
https://www.reuters.com/assets/iframe/yovideo?videoid=514217043,5975,1,text/html
https://www.reuters.com/article/us-egypt-steel/egyptian-steel-pushes-ahead-with-growth-but-new-plants-delayed-iduskcn0st20n20151104,200810,66,text/html
https://www.reuters.com/article/us-vedanta-cairn/indias-vedanta-says-anglo-american-stake-buy-meets-governance-requirements-iduskcn1pt04j,191864,67,text/html
https://www.reuters.com/article/us-food-summit-dupont-crops/gmo-drought-tolerant-corn-over-promises-plant-scientist-idusbre82c1d920120313,197346,65,text/html
https://www.reuters.com/article/clearscore-ma-experian/experian-clearscore-merger-will-harm-competition-uk-watchdog-idusl4n1y32pi,192210,63,text/html
https://www.reuters.com/finance/stocks/analyst-research/0288.hk,121195,151,text/html
https://www.reuters.com/finance/stocks/analyst/2319.hk,123707,143,text/html
https://www.reuters.com/finance/stocks/company-news/8279.hk,126446,138,text/html
https://www.reuters.com/sectors/industries/rankings?industrycode=120&view=analystrecommendations,152298,219,text/html
https://www.reuters.com/article/new-jersey-power/new-jersey-regulator-approves-6-billion-power-auctions-idusl1n20214o,195329,64,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/755273,116237,145,text/html
https://www.reuters.com/finance/stocks/overview/amp.n,121739,146,text/html
https://www.reuters.com/journalists/brad-brooks,133139,148,text/html
https://www.reuters.com/article/icehockey-nhl-ott-car/4-goals-in-3rd-period-lift-hurricanes-over-senators-idusmtzxef2duh4xyn,205672,65,text/html
https://www.reuters.com/article/us-astrazeneca-results-iduskcn1q30rl,200073,70,text/html
https://www.reuters.com/finance/stocks/chart/nvda.oq,114262,139,text/html
https://www.reuters.com/article/us-usa-shutdown-iduskcn1q217s,212284,73,text/html
https://www.reuters.com/finance/stocks/company-profile/0914.hk,116209,149,text/html
https://www.reuters.com/article/us-myanmar-journalists-reaction-factbox/factbox-international-reaction-to-arrest-of-reuters-reporters-in-myanmar-iduskbn1fu030,211612,64,text/html
https://www.reuters.com/finance/stocks/overview/aph.n,120535,145,text/html
https://www.reuters.com/article/us-china-cyber-norway-visma-iduskcn1pv141,205784,69,text/html
https://www.reuters.com/article/us-japan-post-aflac-stake/japan-post-to-buy-7-percent-of-u-s-insurer-aflac-iduskbn1oi108,197589,72,text/html
https://www.reuters.com/finance/stocks/lookup?search=smdm.ob&searchtype=any,109153,130,text/html
https://www.reuters.com/finance/stocks/overview/lini.de,120392,145,text/html
https://www.reuters.com/article/us-money-taxes-shutdown/your-money-the-irs-might-be-closed-but-your-taxes-are-still-due-iduskcn1ox1sb,201515,66,text/html
https://www.reuters.com/article/us-chile-copper/chiles-copper-mines-post-mixed-results-through-nov-2018-cochilco-iduskcn1p3200,195426,65,text/html
https://www.reuters.com/finance/stocks/overview/amt.n,123182,149,text/html
https://www.reuters.com/finance/stocks/company-news/sxt.n,125788,138,text/html
https://www.reuters.com/finance/stocks/overview/vowg_p.de,126221,154,text/html
https://www.reuters.com/finance/stocks/analyst/sxt.n,124446,142,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/2968376,114615,146,text/html
https://www.reuters.com/article/us-tasnee-gas/large-saudi-gas-price-rises-would-damage-chemicals-industry-tasnee-iduskcn0st0tn20151104,200808,64,text/html
https://www.reuters.com/finance/stocks/overview/abc.n,122748,148,text/html
https://www.reuters.com/article/us-soccer-brazil-neymar-tax/soccer-neymar-cleared-in-tax-evasion-case-father-says-iduskbn1ab2kq,197378,65,text/html
https://www.reuters.com/article/us-cee-summit-sobotka/czechs-need-to-close-wage-gap-should-join-euro-prime-minister-iduskbn18l1zk,200416,69,text/html
https://www.reuters.com/finance/stocks/officer-profile/dcc.l/1487983,115588,146,text/html
https://www.reuters.com/finance/stocks/icaa.st/key-developments/article/3966940,112863,140,text/html
https://www.reuters.com/finance/stocks/chart/7735.t,114812,139,text/html
https://www.reuters.com/news/archive/rcomus_cyberrisk,137001,147,text/html
https://www.reuters.com/journalists/aditya-kalra,130787,146,text/html
https://www.reuters.com/news/archive/usdollarrpt,133541,147,text/html
https://www.reuters.com/finance/stocks/crda.l/key-developments/article/3537150,113157,142,text/html
https://www.reuters.com/article/us-mexico-church-iduskcn1q10bj,195229,67,text/html
https://www.reuters.com/finance/stocks/adbk.ns/key-developments,122164,150,text/html
https://www.reuters.com/journalists/anna-irrera,129890,145,text/html
https://www.reuters.com/finance/stocks/adml.l/key-developments/article/3539906,113367,143,text/html
https://www.reuters.com/article/us-safrica-economy-poll/south-africas-central-bank-to-wait-until-may-for-next-rate-hike-reuters-poll-iduskbn1oc0d6,196542,68,text/html
https://www.reuters.com/journalists/ankur-banerjee,129986,149,text/html
https://www.reuters.com/sectors/industries/rankings?industrycode=120&page=1&sortby=ric&sortdir=asc&view=size,153194,221,text/html
https://www.reuters.com/finance/stocks/son.n/key-developments,127083,154,text/html
https://www.reuters.com/finance/stocks/overview/601890.ss,120364,144,text/html
https://www.reuters.com/investigates/special-report/static/v2/images/whatsapp-button.png?v=332716030717,2552,4,image/png
https://www.reuters.com/finance/stocks/company-profile/0288.hk,116441,154,text/html
https://www.reuters.com/finance/stocks/analyst-research/hclt.bo,121083,151,text/html
https://www.reuters.com/article/us-athletics-gatlin-feature/athletics-gatlin-still-believes-he-can-be-a-contender-in-doha-100m-iduskbn1oc2os,202415,67,text/html
https://www.reuters.com/article/us-nordic-investment-flsmidth/global-mining-downturn-to-slow-in-2014-flsmidth-ceo-idusbre9900mm20131001,197145,71,text/html
https://www.reuters.com/sectors/telecom?smbl=spdr,142371,167,text/html
https://www.reuters.com/finance/stocks/nvmi.oq/key-developments/article/3980481,112857,139,text/html
https://www.reuters.com/article/us-morocco-economy-autos/morocco-sees-10-billion-from-auto-industry-exports-by-2020-iduskcn0ss14q20151103,203101,70,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/1613628,116419,146,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/2968372,115991,146,text/html
https://www.reuters.com/finance/stocks/analyst-research/5852.t,119647,145,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/2968370,115988,146,text/html
https://www.reuters.com/finance/stocks/financial-highlights/icbk.bo,135588,145,text/html
https://www.reuters.com/investigates/static/4-0-0/en/favicon.ico?v=130618291018,546,0,image/x-icon
https://www.reuters.com/article/us-mining-summit-posco/posco-predicts-global-steel-market-rebound-in-q2-idusbre82r0eg20120404,199780,69,text/html
https://www.reuters.com/finance/stocks/company-profile/aal.l,117598,154,text/html
https://www.reuters.com/finance/stocks/eqnr.n/key-developments/article/3943020,114148,144,text/html
https://www.reuters.com/article/euskaltel-ma-orange/orange-hires-adviser-to-look-into-bid-for-euskaltel-tmt-finance-idusl8n1zh65i,192136,63,text/html
https://www.reuters.com/sectors/industries/rankings?industrycode=120&page=4&sortby=mktcap&sortdir=desc&view=size,151606,221,text/html
https://www.reuters.com/finance/stocks/analyst/wg.l,126361,142,text/html
https://www.reuters.com/finance/stocks/company-officers/bp.l,162128,163,text/html
https://www.reuters.com/article/venezuela-politics-crude-exports/corrected-venezuela-turns-to-india-as-sanctions-cut-oil-flow-to-u-s-europe-idusl1n207049,202415,67,text/html
https://www.reuters.com/finance/stocks/company-officers/8341.t,146134,166,text/html
https://www.reuters.com/article/us-snap-results/snap-user-number-beats-wall-street-estimate-shares-soar-iduskcn1pu2e2,203561,68,text/html
https://www.reuters.com/article/morocco-budget/morocco-looks-to-privatisation-to-curb-budget-deficit-in-2019-minister-idusl8n1x26w4,195668,64,text/html
https://www.reuters.com/article/us-india-pollution/rain-clears-smog-in-indian-capital-yet-air-quality-very-poor-iduskcn1p211l,196693,68,text/html
https://www.reuters.com/article/us-tesla-electric-sentrymode-iduskcn1q30dp,196961,69,text/html
https://www.reuters.com/investigates/static/4-0-0/en/images/reuters-investigates.png?v=130618291018,12607,0,image/png
https://www.reuters.com/finance/stocks/nee.n/key-developments/article/3980207,114118,145,text/html
https://www.reuters.com/article/us-safrica-economy-poll/south-africa-central-bank-to-hold-rates-but-a-close-call-reuters-poll-iduskcn1nk0f9,201768,69,text/html
https://www.reuters.com/article/us-soccer-germany-turkey-dfb-iduskbn1kd1mz,194638,64,text/html
https://www.reuters.com/finance/stocks/overview/db1gn.de,126044,155,text/html
https://www.reuters.com/article/us-investment-yearend-ubs/full-european-qe-unlikely-in-2015-says-ubs-wealth-arm-iduskcn0j421j20141120,197147,64,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/2576226,116574,146,text/html
https://www.reuters.com/article/us-mobily-outlook-saudi/saudi-mobily-aims-to-become-profitable-again-within-12-months-ceo-iduskcn0st1ho20151104,199902,64,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/2576227,116416,146,text/html
https://www.reuters.com/investigates/special-report/assets/oceans-tide-flyingsquid/_ik38045.jpg?v=130618291018,356200,0,image/jpeg
https://www.reuters.com/article/us-nordic-investment-fsa/swedens-fsa-says-ready-to-force-amortization-if-needed-idusbre9910ip20131002,202547,68,text/html
https://www.reuters.com/finance/stocks/company-news/hd.n,130881,148,text/html
https://www.reuters.com/article/us-compuscan-m-a-experian/uks-experian-to-buy-africas-compuscan-iduskbn1o91nw,192708,67,text/html
https://www.reuters.com/article/us-cricket-india-women-iduskcn1p426a,204830,68,text/html
https://www.reuters.com/finance/markets/index/.trxfldlapu,163712,200,text/html
https://www.reuters.com/finance/stocks/officer-profile/bats.l/2576230,116401,146,text/html
https://www.reuters.com/finance/stocks/600470.ss/key-developments,117689,144,text/html
https://www.reuters.com/investigates/special-report/assets/oceans-tide-flyingsquid/snack_ik37299.png?v=130618291018,134877,15,image/png
https://www.reuters.com/finance/stocks/company-news/6367.t,129170,144,text/html
https://www.reuters.com/finance/stocks/overview/aml.l,119963,144,text/html
https://www.reuters.com/finance/stocks/company-profile/cna.l,117616,154,text/html
https://www.reuters.com/finance/stocks/overview/601577.ss,120376,144,text/html
https://www.reuters.com/video/2019/02/11/iranians-celebrate-40th-anniversary-of-i?videochannel=-10209&videoid=513852740,289107,208,text/html
https://www.reuters.com/article/us-korea-grains-iduskcn1q3121,192223,64,text/html
https://www.reuters.com/finance/stocks/financial-highlights/8279.hk,132257,140,text/html
https://www.reuters.com/article/us-nordic-investments-denmark-economy/danish-economy-better-than-expected-minister-says-idusbre99110120131002,196495,66,text/html
https://www.reuters.com/finance/stocks/financial-highlights/expn.l,134903,145,text/html
https://www.reuters.com/news/archive/soccer-france?page=1&pagesize=10&view=page,136089,147,text/html
https://www.reuters.com/finance/stocks/overview/antm.n,126276,155,text/html
https://www.reuters.com/finance/stocks/analyst-research/bcor.oq,120014,146,text/html
https://www.reuters.com/article/us-india-oil-venezuela-iduskcn1q11gf,196854,69,text/html
https://www.reuters.com/article/us-usa-china-wh-group/republican-senator-decries-usda-aid-for-smithfield-unit-of-chinas-wh-group-iduskcn1mz2vv,199456,68,text/html
https://www.reuters.com/finance/stocks/chart/adai.ns,114737,139,text/html
https://www.reuters.com/news/archive/venezuela-news,137418,147,text/html
https://www.reuters.com/article/us-software-results/software-ag-can-spend-1-1-5-billion-euros-on-acquisitions-ceo-iduskcn1pp0of,195996,67,text/html
https://www.reuters.com/video/2019/02/11/thousands-of-iranians-mark-40-years-sinc?channelname=iran&videochannel=-10209&videoid=513835860,291276,208,text/html
https://www.reuters.com/investigates/special-report/assets/baby-opioids-florida/niccolo-varner.jpg?v=322416211117,3974,0,image/jpeg
https://www.reuters.com/finance/stocks/company-officers/aal.l,157305,163,text/html
https://www.reuters.com/finance/stocks/analyst/nvda.oq,132340,150,text/html
https://www.reuters.com/article/us-food-summit-cargill/cargill-sticking-with-ethanol-despite-challenges-idusbre82e1bk20120315,198823,66,text/html
https://www.reuters.com/finance/stocks/0288.hk/key-developments,125575,156,text/html
https://www.reuters.com/article/us-usa-lgbt-teens-iduskcn1q1048,195923,66,text/html
https://www.reuters.com/finance/markets/index/.spx?pn=3&sortby&sortdir,163688,201,text/html
https://www.reuters.com/article/us-aerospace-defense-airlines-new/failed-us-airways-american-merger-will-hit-foreign-flights-idusbre9880r820130909,206446,68,text/html
https://www.reuters.com/sectors/industries/significant?industrycode=289,150584,196,text/html
https://www.reuters.com/finance/commodity?symbol=nglnmc1,153896,178,text/html
https://www.reuters.com/article/us-india-steel-trade-exclusive/exclusive-indian-steel-firms-seek-higher-duties-on-steel-imports-as-prices-drop-iduskcn1pu18t,204585,69,text/html
https://www.reuters.com/finance/stocks/financial-highlights/aan.n,134754,139,text/html
https://www.reuters.com/finance/stocks/social-pulse/autoa.l,117670,146,text/html
https://www.reuters.com/finance/stocks/overview/bcor.oq,120897,145,text/html
https://www.reuters.com/finance/stocks/company-officers/aegs.ns,132436,153,text/html
https://www.reuters.com/article/us-morocco-portugal-energy/portugal-morocco-to-invite-bids-for-power-link-after-studies-in-2019-iduskcn1no1sd,193975,65,text/html
https://www.reuters.com/article/us-aerospace-defense-united/united-cfo-airline-to-return-cash-concerned-about-syria-impact-idusbre9840ue20130905,198096,65,text/html
https://www.reuters.com/finance/stocks/officer-profile/dcc.l/1360707,115585,146,text/html
https://www.reuters.com/article/us-brit-am-tobacco-results/british-american-tobacco-cuts-sales-target-for-new-products-iduskcn1mq0mu,199689,69,text/html
https://www.reuters.com/finance/stocks/officer-profile/dcc.l/1360708,115586,146,text/html
https://www.reuters.com/sectors/industries/significant?categoryid=200&industrycode=6,146195,190,text/html
https://www.reuters.com/finance/stocks/company-news/aegs.ns,126348,138,text/html
https://www.reuters.com/finance/markets/index/.xmi,178874,224,text/html
https://www.reuters.com/investigates/static/4-0-0/en/favicon.ico?v=533116030119,546,0,image/x-icon
https://www.reuters.com/finance/stocks/analyst/adnt.n,131275,141,text/html
https://www.reuters.com/article/us-brazil-corruption-oil-traders-exclusi-iduskcn1q21z6,210323,70,text/html
https://www.reuters.com/finance/stocks/financial-highlights/3328.hk,133686,142,text/html
https://www.reuters.com/article/us-cee-summit-morawiecki/polands-low-deficit-set-to-rise-with-investments-retirements-finmin-iduskbn18l28y,203628,72,text/html
https://www.reuters.com/finance/stocks/overview/mrcg.de,126167,155,text/html
https://www.reuters.com/investigates/special-report/usa-military-louisiana/,58191,44,text/html
https://www.reuters.com/article/us-cricket-test-zaf-ind-kohli/cricket-positives-for-both-sides-south-africa-grapple-with-pitch-woes-iduskbn1fh06i,199618,68,text/html
https://www.reuters.com/investigates/special-report/assets/oceans-tide-flyingsquid/_ik35654.jpg?v=130618291018,374581,0,image/jpeg
https://www.reuters.com/article/us-asiapac-reuters-ranking-innovative-un-iduskcn1j02sp,213427,85,text/html
https://www.reuters.com/finance/stocks/analyst-research/vdan.bo,120954,151,text/html
https://www.reuters.com/video/2019/02/14/ryan-adams-calls-abuse-accusations-inacc?channelname=reuters%2bnow&videochannel=118262&videoid=514792469,279622,182,text/html
https://www.reuters.com/article/us-bhp-atlantis-project-bp/bhps-board-approves-funding-for-bp-led-u-s-oil-project-iduskcn1q20ci,195727,66,text/html
https://www.reuters.com/finance/stocks/overview/mgp.n,120945,145,text/html
https://www.reuters.com/article/us-vedanta-stocks/indias-vedanta-shares-slump-after-anglo-american-stake-purchase-iduskcn1pq41k,197536,68,text/html
https://www.reuters.com/finance/stocks/analyst-research/8341.t,119891,146,text/html
https://www.reuters.com/finance/stocks/company-profile/tnet.n,121649,149,text/html
https://www.reuters.com/finance/stocks/sepj.j/key-developments/article/3701327,111900,136,text/html
https://www.reuters.com/finance/stocks/overview/muvgn.de,121228,145,text/html
https://www.reuters.com/finance/stocks/chart/8341.t,114238,139,text/html
https://www.reuters.com/article/us-venezuela-politics-military-exclusive/exclusive-u-s-in-direct-contact-with-venezuelan-military-urging-defections-source-iduskcn1px22l,207457,70,text/html
https://www.reuters.com/search/news?blob=ahs.n&daterange&sortby,110797,130,text/html
https://www.reuters.com/article/us-climatechange-temperatures-iduskcn1pv20h,204830,70,text/html
https://www.reuters.com/finance/stocks/analyst-research/adbk.ns,120074,146,text/html
https://www.reuters.com/finance/stocks/company-news/2670.t,126260,137,text/html
https://www.reuters.com/investigates/special-report/assets/oceans-tide-flyingsquid/snack1_sashimi.png?v=130618291018,69114,9,image/png
https://www.reuters.com/finance/stocks/officer-profile/bats.l/1592697,116046,146,text/html
https://www.reuters.com/assets/iframe/yovideo?videoid=514676624,5943,1,text/html
https://www.reuters.com/finance/stocks/financial-highlights/xpo.n,135953,145,text/html
https://www.reuters.com/article/us-abbott-results/abbott-misses-revenue-estimates-sees-lackluster-first-quarter-profit-iduskcn1ph1h6,195904,67,text/html
https://www.reuters.com/finance/stocks/arfi.bo/key-developments/article/3707924,112633,141,text/html
https://www.reuters.com/article/britain-stocks/strong-sterling-weighs-on-ftse-100-as-earnings-flow-in-merlin-stumbles-idusl8n1ww2aw,201755,64,text/html
https://www.reuters.com/journalists/maayan-lubell?page=2&pagesize=10&view=page,132082,153,text/html
https://www.reuters.com/finance/stocks/8341.t/key-developments,117460,144,text/html
https://www.reuters.com/article/us-brazil-politics/brazils-bolsonaro-signals-weaker-pension-reform-concern-over-boeing-deal-iduskcn1oy0up,208562,70,text/html
https://www.reuters.com/finance/stocks/analyst-research/600469.ss,120067,145,text/html
https://www.reuters.com/video/2019/02/13/t-mobile-ceo-faces-house-panel-over-spri?videoid=514581625,287514,193,text/html
https://www.reuters.com/article/us-gopro-results-iduskcn1pv2l1,198049,68,text/html
https://www.reuters.com/article/us-india-court-sedition/indian-opposition-seeks-scrapping-of-1870-sedition-law-after-students-charged-iduskcn1pa13n,199980,68,text/html
https://www.reuters.com/article/india-airlines-vistara/update-1-indias-vistara-sees-limited-impact-from-overseas-flight-approval-delays-idusl3n2072ez,196931,64,text/html
https://www.reuters.com/journalists/annie-banerji,130390,148,text/html
https://www.reuters.com/article/new-jersey-power-idusl1n20214o,195594,64,text/html
https://www.reuters.com/investigates/special-report/assets/baby-opioids-westvirginia/connie-shingledecker5.jpg?v=322416211117,24332,0,image/jpeg
https://www.reuters.com/finance/stocks/chart/xpo.n,114315,139,text/html
https://www.reuters.com/article/us-soccer-worldcup-london-zoo/three-lions-have-kickabout-to-roar-england-to-world-cup-success-iduskbn1ja1zz,193990,67,text/html
https://www.reuters.com/video/2018/08/16/exclusive-toxic-lead-threatens-military?newschannel&videoid=455168549,280194,188,text/html
https://www.reuters.com/article/us-britain-eu-diplomats-iduskcn1q231l,191471,65,text/html
https://www.reuters.com/finance/stocks/aal.l/key-developments,127861,155,text/html
https://www.reuters.com/article/us-venezuela-politics-russia-usa/russia-and-u-s-foreign-ministers-to-discuss-venezuela-moscow-iduskcn1q1149,191367,63,text/html
https://www.reuters.com/article/us-money-firstjobs-environmentalists/first-jobs-how-to-get-started-saving-the-planet-iduskcn1oy0xf,201348,66,text/html
https://www.reuters.com/finance/stocks/analyst/3076.t,126812,142,text/html
https://www.reuters.com/article/us-lse-chairman/lse-names-experians-donald-robert-as-next-chairman-iduskbn1od1uk,196342,69,text/html
https://www.reuters.com/assets/iframe/yovideo?videoid=503848930,5900,1,text/html
https://www.reuters.com/article/us-philippines-duterte-police-specialrep/special-report-police-describe-kill-rewards-staged-crime-scenes-in-dutertes-drug-war-iduskbn17k1f4,223500,71,text/html
https://www.reuters.com/finance/stocks/jays.st/key-developments/article/3976892,112972,142,text/html
https://www.reuters.com/finance/stocks/analyst/cna.l,124396,147,text/html
https://www.reuters.com/journalists/nandita-bose,131627,149,text/html
https://www.reuters.com/video/2019/01/31/dovish-fed-supports-european-shares-but?channelname=funds%2band%2betfs&videochannel=-10208&videoid=509766923,276226,173,text/html
https://www.reuters.com/finance/stocks/lookup?comsortby=marketcap&daterange&search=ahs.n&searchtype=any&sortby,109054,130,text/html
https://www.reuters.com/journalists/mostafa-salem,130523,150,text/html
https://www.reuters.com/article/us-myanmar-journalists-un/u-n-chief-urges-myanmar-government-to-free-reuters-journalists-iduskcn1m02og,201341,67,text/html
https://www.reuters.com/finance/stocks/analyst-research/adai.ns,119935,146,text/html
https://www.reuters.com/article/usa-tax-buybacks/u-s-republican-senator-rubio-pushes-plan-to-tax-stock-buybacks-idusl1n2081mi,194096,63,text/html
https://www.reuters.com/assets/iframe/yovideo?videoid=513988234,5942,1,text/html
https://www.reuters.com/video/2019/02/08/former-senegal-leader-wade-seeks-electio?videoid=512676442,281105,188,text/html
https://www.reuters.com/news/archive/economicnews,133738,147,text/html
https://www.reuters.com/article/us-uniper-ceo-explainer/explainer-anything-goes-as-uniper-fortum-push-relationship-reset-button-iduskcn1pv29e,203771,69,text/html
https://www.reuters.com/finance/stocks/0656.hk/key-developments/article/3951642,113735,144,text/html
https://www.reuters.com/finance/stocks/overview/603378.ss,120219,144,text/html
https://www.reuters.com/article/us-infosys-results/indias-infosys-raises-revenue-guidance-but-third-quarter-profit-misses-estimate-iduskcn1p516d,199434,70,text/html
https://www.reuters.com/article/us-britain-eu-channeltunnel/eu-announces-plans-to-keep-channel-tunnel-rail-link-open-after-no-deal-brexit-iduskcn1q11xe,197663,64,text/html
https://www.reuters.com/article/idusl5n202186,190860,63,text/html
https://www.reuters.com/article/us-usa-mexico-el-chapo-jurors-iduskcn1q2316,205132,68,text/html
